name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Chevrolet Spark 1.0 LT,2012,28000,Petrol,Individual,Manual,First Owner,134380.0
Maruti Baleno Alpha,2019,16000,Petrol,Individual,Manual,First Owner,681800.0
Hyundai EON 1.0 Kappa Magna Plus,2015,70000,Petrol,Individual,Manual,First Owner,177249.96
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,10832,Petrol,Dealer,Manual,First Owner,533150.0
Ford Figo Aspire Facelift,2018,14681,Diesel,Dealer,Manual,First Owner,685139.92
Hyundai i10 Era,2009,50000,Petrol,Individual,Manual,First Owner,253200.0
Mahindra Bolero SLX,2016,51000,Diesel,Dealer,Manual,First Owner,571900.0
Hyundai Verna 1.4 VTVT,2015,25000,Petrol,Individual,Manual,First Owner,528959.99
Chevrolet Sail 1.2 LT ABS,2014,30000,Petrol,Individual,Manual,First Owner,334900.0
Honda City i-DTEC SV,2014,80000,Diesel,Dealer,Manual,First Owner,532700.0
Hyundai Grand i10 1.2 Kappa Asta,2017,50000,Petrol,Individual,Manual,First Owner,494300.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,200000,Diesel,Individual,Manual,First Owner,428050.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,44000,Petrol,Dealer,Manual,First Owner,340899.99
Maruti Baleno Sigma 1.2,2015,10000,Petrol,Individual,Manual,First Owner,514300.0
Tata Tiago 1.2 Revotron XZ,2019,19600,Petrol,Individual,Manual,First Owner,532659.95
Maruti Wagon R LXI,2005,40000,Petrol,Individual,Manual,Second Owner,83425.00000000001
Chevrolet Beat Diesel LS,2011,50000,Diesel,Individual,Manual,First Owner,134409.98
Maruti A-Star Vxi,2009,46730,Petrol,Individual,Manual,First Owner,169950.0
Datsun GO A,2015,40000,Petrol,Individual,Manual,Second Owner,261889.97
Skoda Yeti Ambition 4WD,2011,80000,Diesel,Individual,Manual,First Owner,303630.0
Maruti Zen LXi BSII,2002,80000,Petrol,Individual,Manual,Second Owner,87190.0
Hyundai Verna CRDi 1.6 EX,2018,24000,Diesel,Individual,Manual,First Owner,919000.0
Ford Aspire Titanium Diesel BSIV,2017,21170,Diesel,Dealer,Manual,First Owner,741489.94
BMW 3 Series 320d Sport,2013,167223,Diesel,Dealer,Automatic,First Owner,1779900.0
Maruti Ertiga SHVS ZDI Plus,2017,40000,Diesel,Individual,Manual,First Owner,969150.0
BMW X1 sDrive 20d Exclusive,2011,60000,Diesel,Individual,Automatic,First Owner,1458940.0
Toyota Innova Crysta 2.4 VX MT,2016,141440,Diesel,Dealer,Manual,First Owner,1553300.0
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,120000,Diesel,Individual,Manual,Third Owner,171400.0
Mitsubishi Outlander 2.4,2012,140000,Petrol,Individual,Automatic,First Owner,658580.0
Mahindra XUV500 W8 2WD,2012,212814,Diesel,Dealer,Manual,First Owner,763200.0
Maruti Baleno Alpha 1.3,2019,30000,Diesel,Individual,Manual,First Owner,881400.0
Ford Figo Aspire 1.5 TDCi Titanium,2017,88635,Diesel,Dealer,Manual,First Owner,654229.99
Maruti Swift Dzire VDI,2018,25000,Diesel,Individual,Manual,First Owner,773549.99
Hyundai i20 1.2 Spotz,2017,20000,Petrol,Individual,Manual,Second Owner,586300.0
Renault Duster 110PS Diesel RxZ,2012,110000,Diesel,Individual,Manual,Second Owner,393788.71150000003
Maruti Swift Vdi BSIII,2008,120000,Diesel,Individual,Manual,Third Owner,220759.99
Ford Endeavour Titanium 4X2,2011,149674,Diesel,Dealer,Manual,Second Owner,500800.0
Mahindra Scorpio 2.6 Turbo 9 Str,2007,100000,Diesel,Individual,Manual,Third Owner,304049.99
Maruti Baleno Vxi,2006,120000,Petrol,Individual,Manual,Third Owner,85190.0
Tata Indica DLX,2003,120000,Diesel,Individual,Manual,Second Owner,60470.0
Hyundai Verna CRDi 1.6 EX,2018,25000,Diesel,Individual,Manual,First Owner,922600.0
Maruti Wagon R VXI BS IV,2014,35000,Petrol,Individual,Manual,Second Owner,311850.0
Tata Indica LSI,2002,40000,Petrol,Individual,Manual,First Owner,100731.05
Maruti Swift Dzire VDI,2015,60000,Diesel,Individual,Manual,Second Owner,446969.98
Toyota Etios Liva GD,2012,50000,Diesel,Individual,Manual,Second Owner,337269.83
Tata Nano STD,2013,25000,Petrol,Individual,Manual,Fourth & Above Owner,72348.0
Hyundai Grand i10 Sportz,2016,25000,Petrol,Individual,Manual,First Owner,396749.99
Hyundai Grand i10 1.2 CRDi Asta,2019,8000,Diesel,Individual,Manual,First Owner,875549.99
Maruti Ertiga SHVS VDI,2017,60000,Diesel,Individual,Manual,First Owner,754060.0
Mahindra Bolero SLX,2006,200000,Diesel,Individual,Manual,Third Owner,221799.29
Mahindra Scorpio S7 140 BSIV,2018,20000,Diesel,Individual,Manual,First Owner,1138000.0
Volkswagen Polo Petrol Comfortline 1.2L,2013,100000,Petrol,Individual,Manual,First Owner,398749.99
Hyundai Xcent 1.1 CRDi Base,2015,70000,Diesel,Individual,Manual,Second Owner,395810.0
Chevrolet Beat Diesel PS,2012,68000,Diesel,Dealer,Manual,First Owner,154440.0
Maruti Swift ZXi BSIV,2017,38000,Petrol,Dealer,Manual,First Owner,532450.0
Maruti Ritz VDi,2013,80000,Diesel,Dealer,Manual,First Owner,371800.0
Tata Indigo CS Emax CNG GLX,2014,72000,CNG,Dealer,Manual,First Owner,236810.0
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,75000,CNG,Dealer,Manual,First Owner,273199.33
Maruti Estilo LXI,2014,43000,Petrol,Dealer,Manual,First Owner,249879.89
Maruti Swift VXI with ABS,2007,120000,Petrol,Individual,Manual,Second Owner,190200.0
Tata Zest Quadrajet 1.3 XM,2015,100000,Diesel,Individual,Manual,First Owner,359740.0
Maruti Swift VDI BSIV,2014,163000,Diesel,Individual,Manual,First Owner,470000.0
Maruti Alto K10 VXI AGS Optional,2018,25000,Petrol,Individual,Automatic,First Owner,416100.0
Maruti Alto LX,2011,25000,Petrol,Individual,Manual,First Owner,164656.0
Maruti SX4 Vxi BSIII,2007,90000,Petrol,Individual,Manual,Second Owner,112723.33333333334
Mahindra Scorpio SLE BSIV,2014,70000,Diesel,Individual,Manual,Second Owner,549770.0
Hyundai Santro Xing GLS CNG,2010,98000,CNG,Individual,Manual,Second Owner,247499.95
Chevrolet Cruze LTZ,2010,81925,Diesel,Individual,Manual,First Owner,267880.0
Ford Figo Diesel Celebration Edition,2013,80000,Diesel,Individual,Manual,Second Owner,215100.0
Renault KWID RXT Optional,2017,40000,Petrol,Individual,Manual,First Owner,297370.80333333334
Maruti Swift Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,414139.44
Hyundai EON Era Plus,2012,46000,Petrol,Individual,Manual,First Owner,209679.97
Mahindra XUV500 W6 2WD,2012,80000,Diesel,Individual,Manual,First Owner,575710.0
Renault KWID 1.0 RXT Optional,2018,35000,Petrol,Individual,Manual,First Owner,361099.97
Skoda Rapid 1.5 TDI AT Style BSIV,2017,82080,Diesel,Individual,Automatic,First Owner,1872200.0
Mahindra XUV500 W8 2WD,2012,200000,Diesel,Individual,Manual,First Owner,536550.0
Chevrolet Spark 1.0,2009,70000,Petrol,Individual,Manual,First Owner,131237.61
Maruti 800 AC,2000,40000,Petrol,Individual,Manual,Third Owner,64379.98
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,120000,Diesel,Individual,Manual,Third Owner,284509.99
Ford Fiesta 1.6 ZXi Duratec,2007,60000,Petrol,Individual,Manual,Third Owner,169510.0
Maruti Ertiga VDI,2013,110000,Diesel,Individual,Manual,First Owner,424500.0
Tata Manza Aura Quadrajet BS IV,2011,97000,Diesel,Individual,Manual,Second Owner,232109.99
Maruti Swift VVT VXI,2017,30000,Petrol,Individual,Manual,First Owner,413150.0
Hyundai i20 Sportz Petrol,2010,40000,Petrol,Individual,Manual,First Owner,250100.0
Hyundai Grand i10 1.2 Kappa Asta,2019,10000,Petrol,Individual,Manual,First Owner,569990.0
Maruti Zen Estilo VXI BSIV,2010,52047,Petrol,Individual,Manual,First Owner,197619.99
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,200000,Diesel,Individual,Manual,Third Owner,663500.0
Tata Tiago 1.2 Revotron XZA,2019,15000,Petrol,Individual,Automatic,Second Owner,428239.99
Maruti Vitara Brezza ZDi,2018,50000,Diesel,Individual,Manual,First Owner,786200.0
Maruti Swift VXI BSIII,2011,70000,Petrol,Individual,Manual,Second Owner,225850.0
Maruti Swift VXI BSIV,2019,10000,Petrol,Individual,Manual,First Owner,598180.0
Maruti Swift VDI BSIV,2017,90000,Diesel,Individual,Manual,First Owner,592099.99
Maruti Alto 800 LXI,2016,40000,Petrol,Individual,Manual,First Owner,164809.96
Maruti Wagon R LXI,2006,62009,Petrol,Individual,Manual,Second Owner,102015.0
Hyundai i20 Active 1.2 S,2017,33100,Petrol,Individual,Manual,Second Owner,585850.0
Hyundai EON Era Plus,2014,40000,Petrol,Individual,Manual,Second Owner,205949.99
Hyundai Santro GLS I - Euro I,1999,120000,Petrol,Individual,Manual,Second Owner,53750.0
Maruti Wagon R LXI Minor,2007,80000,Petrol,Individual,Manual,First Owner,130900.0
Tata Safari Storme VX,2016,70000,Diesel,Individual,Manual,First Owner,657799.55
Mahindra Scorpio REV 116,2006,220000,Petrol,Individual,Manual,Second Owner,188040.0
Mahindra Bolero SLX,2010,50000,Diesel,Individual,Manual,First Owner,358510.0
Datsun GO Plus A,2015,45000,Petrol,Individual,Manual,Second Owner,302279.98
Toyota Fortuner 4x4 MT,2014,110000,Diesel,Individual,Manual,First Owner,955660.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,49000,Diesel,Individual,Manual,First Owner,558730.0
Mahindra XUV500 W11 AT BSIV,2018,35000,Diesel,Individual,Automatic,First Owner,1490900.0
Mahindra Supro VX 8 Str,2017,160000,Diesel,Individual,Manual,First Owner,517750.0
Maruti Alto LX,2007,180000,Petrol,Individual,Manual,Third Owner,122290.0
Maruti 800 AC,2007,60000,Petrol,Individual,Manual,Second Owner,93779.99
Ford Endeavour 2.5L 4X2 MT,2008,110000,Diesel,Individual,Manual,Third Owner,347659.98
Maruti Wagon R LXI,2004,60000,Petrol,Individual,Manual,Third Owner,83957.49
Maruti Alto 800 VXI,2016,30000,Petrol,Individual,Manual,First Owner,294809.98
Mahindra KUV 100 D75 K2,2017,40000,Diesel,Individual,Manual,First Owner,562149.43
Maruti Swift Glam,2009,70000,Petrol,Individual,Manual,First Owner,224466.6666666667
Tata New Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Second Owner,217250.0
Maruti Swift Dzire VDI,2012,80000,Diesel,Individual,Manual,Third Owner,275560.0
Toyota Fortuner 4x4 MT,2015,120000,Diesel,Individual,Manual,First Owner,1012610.0
Honda Brio 1.2 VX MT,2018,20000,Petrol,Individual,Manual,First Owner,484343.33333333326
Honda Brio 1.2 VX MT,2018,22000,Petrol,Individual,Manual,First Owner,498070.0
Chevrolet Spark 1.0 LS,2008,35000,Petrol,Individual,Manual,Second Owner,97420.0
Chevrolet Sail Hatchback LS ABS,2013,120000,Diesel,Individual,Manual,Second Owner,228300.0
Tata Tiago NRG Petrol,2019,8000,Petrol,Individual,Manual,First Owner,553349.99
Maruti Ritz VDi,2011,40000,Diesel,Individual,Manual,Second Owner,191320.0
Maruti Vitara Brezza ZDi Plus,2018,10000,Diesel,Individual,Manual,First Owner,901750.0
Hyundai Santro Era,2019,30000,Petrol,Individual,Manual,First Owner,407700.0
Ford Endeavour 2.5L 4X2 MT,2011,54000,Diesel,Individual,Manual,Second Owner,480919.99
Hyundai Verna 1.4 VTVT,2017,80577,Petrol,Individual,Manual,First Owner,419530.0
Honda City i-DTEC V,2017,25000,Diesel,Individual,Manual,First Owner,957299.38
Hyundai Verna 1.6 CRDI,2011,127500,Diesel,Individual,Manual,Second Owner,292249.98
Hyundai EON D Lite Plus,2015,40903,Petrol,Dealer,Manual,First Owner,234229.84
Ford Figo Petrol Titanium,2011,60000,Petrol,Individual,Manual,Third Owner,155799.98
Maruti Wagon R VXI,2004,46000,Petrol,Individual,Manual,First Owner,127140.0
Ford Endeavour 4x4 XLT,2004,22288,Diesel,Dealer,Manual,Second Owner,250769.95
Volkswagen Jetta 2.0 TDI Trendline,2011,180000,Diesel,Individual,Manual,Second Owner,337500.0
Volkswagen Polo 1.5 TDI Highline,2015,30000,Diesel,Individual,Manual,Second Owner,663600.0
Hyundai Grand i10 Sportz,2015,61690,Petrol,Dealer,Manual,First Owner,395499.99
Hyundai i20 Asta 1.2,2015,64484,Petrol,Dealer,Manual,First Owner,566589.99
Audi Q5 2.0 TDI,2012,90000,Diesel,Individual,Automatic,Second Owner,1435800.0
Renault Duster 85PS Diesel RxE,2013,75976,Diesel,Dealer,Manual,Second Owner,415749.99
Ford Figo Diesel Titanium,2011,70000,Diesel,Individual,Manual,Second Owner,217925.0
Honda Brio E MT,2012,85962,Petrol,Dealer,Manual,Second Owner,310159.93
Maruti Omni E MPI STD BS IV,2018,120000,Petrol,Individual,Manual,First Owner,339000.0
Honda Mobilio V i DTEC,2015,120000,Diesel,Individual,Manual,First Owner,600929.99
Honda Brio S Option AT,2012,75000,Petrol,Individual,Automatic,Second Owner,342839.96
Honda Accord 2.4 MT,2009,57035,Petrol,Dealer,Manual,First Owner,349900.0
Mahindra Bolero SLX,2011,70000,Diesel,Individual,Manual,Third Owner,227999.99
Ford Figo 1.2P Ambiente MT,2015,45000,Petrol,Individual,Manual,First Owner,294149.35
Mahindra XUV500 W6 2WD,2013,72104,Diesel,Dealer,Manual,Second Owner,566860.0
Tata Nano Lx,2011,15000,Petrol,Individual,Manual,First Owner,92150.0
Hyundai i20 Active 1.2 SX,2016,30000,Petrol,Individual,Manual,First Owner,581399.99
Tata Indigo LS Dicor,2011,80000,Diesel,Individual,Manual,First Owner,195780.0
Tata Indica Vista Terra 1.4 TDI,2009,164000,Diesel,Individual,Manual,Second Owner,135699.99
Maruti Alto LX,2006,124439,Petrol,Individual,Manual,Second Owner,73380.0
Maruti Zen VXI,2006,77000,Petrol,Individual,Manual,Second Owner,91831.66666666669
Maruti Swift Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,414139.44
Renault KWID 1.0 RXT Optional,2017,30000,Petrol,Individual,Manual,First Owner,390629.95
Chevrolet Beat LS,2012,50000,Petrol,Individual,Manual,First Owner,189633.31333333335
Maruti Swift VDI,2012,80000,Diesel,Individual,Manual,Second Owner,327253.3333333333
Maruti Alto 800 LXI,2018,5000,Petrol,Individual,Manual,First Owner,293740.0
Maruti Wagon R AMT VXI,2018,24000,Petrol,Individual,Automatic,First Owner,458800.0
Tata Tiago NRG Petrol,2019,10000,Petrol,Individual,Manual,First Owner,547500.0
Maruti Ertiga SHVS VDI,2016,78000,Diesel,Individual,Manual,Third Owner,563620.0
Mahindra TUV 300 T4 Plus,2018,50000,Diesel,Individual,Manual,First Owner,824470.0
Maruti 800 AC BSII,2001,100000,Petrol,Individual,Manual,Second Owner,53905.0
Maruti Omni MPI STD BSIV,2018,20000,Petrol,Individual,Manual,First Owner,267570.0
Hyundai Santro Magna BSIV,2019,1250,Petrol,Individual,Manual,First Owner,629850.0
Tata Zest Revotron 1.2 XT,2015,17152,Petrol,Individual,Manual,First Owner,413499.96
Mahindra XUV500 W11 Option AT AWD,2019,5000,Diesel,Individual,Automatic,First Owner,1999050.0
Volkswagen Polo Diesel Trendline 1.2L,2012,77000,Diesel,Individual,Manual,First Owner,318250.0
Hyundai Verna CRDi,2008,90000,Diesel,Individual,Manual,Second Owner,193280.0
Chevrolet Beat LS,2011,80000,Petrol,Individual,Manual,Second Owner,184651.9
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,65000,Diesel,Individual,Manual,First Owner,1110600.0
Tata Indica Vista Quadrajet LX,2011,80000,Diesel,Individual,Manual,First Owner,134250.0
Hyundai EON Era Plus,2013,24005,Petrol,Individual,Manual,First Owner,224829.9
Maruti Vitara Brezza ZDi Plus,2018,20000,Diesel,Individual,Manual,First Owner,893549.99
Renault Duster 85PS Diesel RxL,2014,120000,Diesel,Individual,Manual,First Owner,436020.0
Hyundai i10 Era 1.1,2009,120000,Petrol,Individual,Manual,Second Owner,145949.94
Maruti Swift Dzire ZDI,2015,80000,Diesel,Individual,Manual,First Owner,482929.93
Maruti Swift 1.3 VXi,2005,80000,Petrol,Individual,Manual,First Owner,114399.99
Renault Duster 110PS Diesel RxZ,2012,100000,Diesel,Individual,Manual,First Owner,441168.309
Maruti Alto LX,2009,120000,Petrol,Individual,Manual,Second Owner,127909.98
Ford Figo Diesel ZXI,2011,149000,Diesel,Individual,Manual,Second Owner,221500.0
Maruti Wagon R LXI BSIII,2005,65000,Petrol,Individual,Manual,Second Owner,109515.83333333331
Maruti Swift Ldi BSIV,2009,100000,Diesel,Individual,Manual,Second Owner,256330.0
Volkswagen Vento Diesel Highline,2011,65000,Diesel,Individual,Manual,Second Owner,308550.0
Datsun GO Plus T Option BSIV,2018,19000,Petrol,Individual,Manual,Second Owner,345849.92
Chevrolet Beat LT,2010,80000,Petrol,Individual,Manual,Second Owner,133577.0933333333
Maruti Alto K10 VXI Airbag,2015,30000,Petrol,Individual,Manual,First Owner,294950.0
Maruti Swift VDI,2012,109000,Diesel,Individual,Manual,First Owner,353743.33333333326
Hyundai EON LPG Magna Plus,2012,90000,LPG,Individual,Manual,First Owner,186169.96
Maruti Alto LX,2012,90000,Petrol,Individual,Manual,First Owner,165750.0
Volkswagen Vento Diesel Highline,2011,65000,Diesel,Individual,Manual,Second Owner,308550.0
Maruti Swift Vdi BSIII,2010,110000,Diesel,Individual,Manual,Second Owner,227479.75
Mahindra Bolero DI DX 7 Seater,2007,120000,Diesel,Individual,Manual,First Owner,214179.98
Honda Mobilio V i DTEC,2014,44000,Diesel,Individual,Manual,First Owner,514550.0
Maruti Ertiga BSIV ZXI,2015,80000,Petrol,Individual,Manual,First Owner,464819.99
Honda BR-V i-VTEC S MT,2018,5000,Petrol,Individual,Manual,First Owner,831469.93
Hyundai i20 Magna 1.2,2016,61000,Petrol,Individual,Manual,First Owner,564729.99
Toyota Etios VD,2011,100000,Diesel,Individual,Manual,Second Owner,419809.99
Hyundai i10 Era 1.1,2009,27633,Petrol,Individual,Manual,First Owner,255250.0
Maruti Swift Vdi BSIII,2010,100000,Diesel,Individual,Manual,Third Owner,273979.96
Hyundai Santro Xing GLS Audio LPG,2012,100000,LPG,Individual,Manual,First Owner,230259.94
Ford Figo 1.2P Titanium MT,2019,12586,Petrol,Dealer,Manual,First Owner,630819.91
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,38083,Diesel,Dealer,Manual,First Owner,778919.87
Ford Figo Diesel ZXI,2012,55328,Diesel,Dealer,Manual,First Owner,396299.95
Ford Figo Diesel Titanium,2012,81632,Diesel,Dealer,Manual,First Owner,366349.98
Ford Aspire Titanium Diesel BSIV,2016,155201,Diesel,Dealer,Manual,First Owner,610960.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,93283,Diesel,Dealer,Manual,First Owner,503250.0
Maruti Swift Ldi BSIII,2009,217871,Diesel,Dealer,Manual,First Owner,313359.93
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,90165,Diesel,Dealer,Manual,First Owner,408500.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,101504,Diesel,Dealer,Manual,First Owner,658750.0
Ford Figo Titanium Diesel BSIV,2010,86017,Diesel,Dealer,Manual,Second Owner,287141.63666666666
Mahindra XUV500 W8 2WD,2013,85036,Diesel,Dealer,Manual,Second Owner,657870.0
Ford Ikon 1.3L Rocam Flair,2006,91086,Petrol,Dealer,Manual,Second Owner,167048.3333333333
Fiat Punto 1.3 Emotion,2013,160254,Diesel,Dealer,Manual,Second Owner,358860.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,125531,Diesel,Dealer,Manual,Second Owner,513240.0
Honda WR-V i-DTEC V,2019,60000,Diesel,Individual,Manual,First Owner,897380.0
Skoda Laura L n K 1.9 PD,2006,100000,Diesel,Individual,Manual,First Owner,351890.0
Maruti Ritz LDi,2013,90000,Diesel,Individual,Manual,Third Owner,305600.0
Mahindra Xylo D2,2009,120000,Diesel,Individual,Manual,Second Owner,249920.0
Honda City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,523750.0
Mahindra Scorpio 1.99 S4,2016,60000,Diesel,Individual,Manual,First Owner,517649.03
Maruti Baleno Alpha 1.2,2019,24000,Petrol,Individual,Manual,First Owner,567210.0
Tata Indigo Grand Dicor,2014,120000,Diesel,Individual,Manual,First Owner,244460.0
Honda Amaze EX i-Dtech,2013,65000,Diesel,Dealer,Manual,First Owner,333350.0
Maruti Swift VDI,2013,65000,Diesel,Dealer,Manual,First Owner,369050.0
Hyundai Creta 1.6 CRDi SX Plus,2015,84000,Diesel,Dealer,Manual,First Owner,829990.0
Toyota Etios GD SP,2013,75000,Diesel,Dealer,Manual,First Owner,363669.99
Maruti Swift VDI,2007,50000,Diesel,Dealer,Manual,First Owner,230870.0
Maruti Alto LX,2011,50000,Petrol,Individual,Manual,First Owner,136149.97
Maruti Wagon R LXI Minor,2007,49000,Petrol,Dealer,Manual,First Owner,140010.0
Maruti SX4 S Cross DDiS 320 Delta,2016,560000,Diesel,Dealer,Manual,First Owner,661750.0
Renault KWID RXT,2015,14365,Petrol,Dealer,Manual,First Owner,289559.99
Toyota Fortuner 2.8 4WD AT BSIV,2017,41000,Diesel,Individual,Automatic,First Owner,2363350.0
Hyundai Verna 1.6 SX,2013,65000,Diesel,Dealer,Manual,First Owner,488299.1
Maruti Ciaz VDi Option SHVS,2015,65000,Diesel,Dealer,Manual,First Owner,574750.0
Maruti Swift Dzire VDI,2013,61083,Diesel,Dealer,Manual,First Owner,410000.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,75000,Diesel,Individual,Manual,First Owner,884405.0
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,72000,Diesel,Dealer,Manual,First Owner,562010.0
Renault Duster 110PS Diesel RxL,2014,65000,Diesel,Dealer,Manual,First Owner,531300.0
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,Diesel,Dealer,Manual,First Owner,1338849.97
Hyundai EON Era Plus,2015,21000,Petrol,Dealer,Manual,Second Owner,299150.0
Jaguar XF 5.0 Litre V8 Petrol,2012,66363,Petrol,Dealer,Automatic,Second Owner,1511529.97
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,Petrol,Dealer,Automatic,First Owner,1226729.98
Hyundai Verna VTVT 1.6 AT SX Option,2017,10000,Petrol,Individual,Automatic,First Owner,943160.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,100000,Diesel,Individual,Automatic,Second Owner,4083420.0
Maruti Swift ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000.0
